pnt_id,pnt_num,pnt_lat,pnt_lon,pnt_xrd,pnt_yrd,dates,hgt,pnt_prj_id
059H0001,1,50.92779170805272,5.739503555276132,179770,326510,1924-01-01,42.83449684323588,240101-2-1
059H0001,1,50.92779170805272,5.739503555276132,179770,326510,1924-01-01,42.87849684323588,240101-2-2
059H0001,1,50.92779170805272,5.739503555276132,179770,326510,1950-01-01,42.87949684323588,500101-2-1
059H0001,1,50.92779170805272,5.739503555276132,179770,326510,1965-01-01,42.85149684323588,650101-2-1
059H0002,2,50.95970182017447,5.739604623121283,179760,330060,1927-01-01,39.30137244003176,270101-3-1
059H0002,2,50.95970182017447,5.739604623121283,179760,330060,1927-01-01,39.340372440031764,270101-3-2
059H0002,2,50.95970182017447,5.739604623121283,179760,330060,1999-05-18,39.105,376=70
059H0002,2,50.95970182017447,5.739604623121283,179760,330060,2004-12-28,39.101,384=01
059H0002,2,50.95970182017447,5.739604623121283,179760,330060,2012-05-13,39.153,384=14
059H0002,2,50.95970182017447,5.739604623121283,179760,330060,2016-07-31,39.155,388=02
059H0003,3,50.96706816540212,5.741084338669843,179860,330880,1924-01-01,38.98125694226254,240101-2-1
059H0003,3,50.96706816540212,5.741084338669843,179860,330880,1924-01-01,39.02325694226254,240101-2-2
059H0003,3,50.96706816540212,5.741084338669843,179860,330880,1927-01-01,39.02325694226254,270101-3-1
059H0004,4,50.97580183935091,5.736310342302839,179520,331850,1890-01-01,37.505463653449574,900101-2-1
059H0004,4,50.97580183935091,5.736310342302839,179520,331850,1924-01-01,37.46946365344957,240101-2-1
